2,3,14,11,18,3,11,12,7,12,10,7
4,5,9,8,26,7,14,8,5,14,12,2
5,7,11,6,26,5,12,7,10,16,6,5
1,5,11,9,24,9,11,7,5,6,11,9
2,8,9,6,31,8,17,9,2,21,8,5
6,9,11,11,18,11,7,10,3,17,12,3
2,8,13,6,30,2,16,12,5,11,9,4
3,4,10,10,30,7,13,6,8,12,5,6
7,8,4,5,29,7,10,7,8,14,7,6
1,3,15,7,27,3,11,10,3,14,10,9
3,4,10,7,23,10,14,7,8,17,9,6
4,7,4,10,29,7,12,10,6,13,3,9
